HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
020713,"(1996-) Cuts and offal, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020714,"(1996-) Cuts and offal, frozen",1511,"Production, processing and preserving of meat and meat products"
020721,(-1995) Frozen whole chickens,1511,"Production, processing and preserving of meat and meat products"
020722,(-1995) Frozen whole turkeys,1511,"Production, processing and preserving of meat and meat products"
020723,"(-1995) Frozen whole ducks, geese and guinea fowls",1511,"Production, processing and preserving of meat and meat products"
020724,"(1996-) Not cut in pieces, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020725,"(1996-) Not cut in pieces, frozen",1511,"Production, processing and preserving of meat and meat products"
020726,"(1996-) Cuts and offal, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020727,"(1996-) Cuts and offal, frozen",1511,"Production, processing and preserving of meat and meat products"
020731,(-1995) Fresh or chilled fatty livers of geese or ,1511,"Production, processing and preserving of meat and meat products"
020732,"(1996-) Not cut in pieces, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020733,"(1996-) Not cut in pieces, frozen",1511,"Production, processing and preserving of meat and meat products"
020734,"(1996-) Fatty livers, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020735,"(1996-) Other, fresh or chilled",1511,"Production, processing and preserving of meat and meat products"
020736,"(1996-) Other, frozen",1511,"Production, processing and preserving of meat and meat products"
020739,(-1995) Fresh or chilled poultry cuts and offal (e,1511,"Production, processing and preserving of meat and meat products"
020741,(-1995) Frozen cuts and offal of chicken (excl. li,1511,"Production, processing and preserving of meat and meat products"
020742,(-1995) Frozen cuts and offal of turkey (excl. liv,1511,"Production, processing and preserving of meat and meat products"
020743,"(-1995) Frozen cuts and offal of geese, ducks and ",1511,"Production, processing and preserving of meat and meat products"
020750,(-1995) Frozen poultry livers,1511,"Production, processing and preserving of meat and meat products"
020810,Of rabbits or hares,1511,"Production, processing and preserving of meat and meat products"
020820,(-2006) Frogs' legs,0122,Other animal farming; production of animal products n.e.c.
020830,(2002-) Of primates,1511,"Production, processing and preserving of meat and meat products"
020840,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",1511,"Production, processing and preserving of meat and meat products"
020850,(2002-) Of reptiles (including snakes and turtles),1511,"Production, processing and preserving of meat and meat products"
020890,Other,1511,"Production, processing and preserving of meat and meat products"
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",1511,"Production, processing and preserving of meat and meat products"
021011,"Hams, shoulders and cuts thereof, with bone in",1511,"Production, processing and preserving of meat and meat products"
021012,Bellies (streaky) and cuts thereof,1511,"Production, processing and preserving of meat and meat products"
021019,Other,1511,"Production, processing and preserving of meat and meat products"
021020,Meat of bovine animals,1511,"Production, processing and preserving of meat and meat products"
021090,"(-2001) Other, including edible flours and meals of meat o",1511,"Production, processing and preserving of meat and meat products"
021091,(2002-) Of primates,1511,"Production, processing and preserving of meat and meat products"
021092,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of  manatees and dugongs (mammals of the order Sirenia)",1511,"Production, processing and preserving of meat and meat products"
021093,(2002-) Of reptiles (including snakes and turtles),1511,"Production, processing and preserving of meat and meat products"
021099,(2002-) Other,1511,"Production, processing and preserving of meat and meat products"
030110,Ornamental fish,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030192,Eels (Anguilla spp.),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030193,Carp,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030199,Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030211,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030212,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030219,Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030222,Plaice (Pleuronectes platessa),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030223,Sole (Solea spp.),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030229,Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030231,Albacore or longfinned tunas (Thunnus alalunga),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030232,Yellowfin tunas (Thunnus albacares),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030233,Skipjack or stripebellied bonito,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030234,(2002-) Bigeye tunas (Thunnus obesus),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030235,(2002-) Bluefin tunas (Thunnus thynnus),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030236,(2002-) Southern bluefin tunas (Thunnus maccoyii),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030239,Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030240,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030250,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030261,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030262,Haddock (Melanogrammus aeglefinus),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030263,Coalfish (Pollachius virens),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030264,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030265,Dogfish and other sharks,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030266,Eels (Anguilla spp.),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030269,Other,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030270,Livers and roes,1512,Processing and preserving of fish and fish products
030310,"(-2001) Pacific salmon (Oncorhynchus nerka, Oncorhynchus g",1512,Processing and preserving of fish and fish products
030311,(2002-) Sockeye salmon (red salmon) (Oncorhynchus nerka),1512,Processing and preserving of fish and fish products
030319,(2002-) Other,1512,Processing and preserving of fish and fish products
030321,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",1512,Processing and preserving of fish and fish products
030322,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),1512,Processing and preserving of fish and fish products
030329,Other,1512,Processing and preserving of fish and fish products
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",1512,Processing and preserving of fish and fish products
030332,Plaice (Pleuronectes platessa),1512,Processing and preserving of fish and fish products
030333,Sole (Solea spp.),1512,Processing and preserving of fish and fish products
030339,Other,1512,Processing and preserving of fish and fish products
030341,Albacore or longfinned tunas (Thunnus alalunga),1512,Processing and preserving of fish and fish products
030342,Yellowfin tunas (Thunnus albacares),1512,Processing and preserving of fish and fish products
030343,Skipjack or stripbellied bonito,1512,Processing and preserving of fish and fish products
030344,(2002-) Bigeye tunas (Thunnus obesus),1512,Processing and preserving of fish and fish products
030345,(2002-) Bluefin tunas (Thunnus thynnus),1512,Processing and preserving of fish and fish products
030346,(2002-) Southern bluefin tunas (Thunnus maccoyii),1512,Processing and preserving of fish and fish products
030349,Other,1512,Processing and preserving of fish and fish products
030350,"(-2006) Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",1512,Processing and preserving of fish and fish products
030360,"(-2006) Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",1512,Processing and preserving of fish and fish products
030371,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",1512,Processing and preserving of fish and fish products
030372,Haddock (Melanogrammus aeglefinus),1512,Processing and preserving of fish and fish products
030373,Coalfish (Pollachius virens),1512,Processing and preserving of fish and fish products
030374,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",1512,Processing and preserving of fish and fish products
030375,Dogfish and other sharks,1512,Processing and preserving of fish and fish products
030376,Eels (Anguilla spp.),1512,Processing and preserving of fish and fish products
030377,"Sea bass (Dicentrarchus labrax, Dicentrarchus punctatus)",1512,Processing and preserving of fish and fish products
030378,"Hake (Merluccius spp., Urophycis spp.)",1512,Processing and preserving of fish and fish products
030379,Other,1512,Processing and preserving of fish and fish products
030380,Livers and roes,1512,Processing and preserving of fish and fish products
030410,(-2006) Fresh or chilled,1512,Processing and preserving of fish and fish products
030420,(-2006) Frozen fillets,1512,Processing and preserving of fish and fish products
030490,(-2006) Other,1512,Processing and preserving of fish and fish products
030510,"Flours, meals and pellets of fish, fit for human consumption",1512,Processing and preserving of fish and fish products
030520,"Livers and roes of fish, dried, smoked, salted or in brine",1512,Processing and preserving of fish and fish products
030530,"Fish fillets, dried, salted or in brine, but not smoked",1512,Processing and preserving of fish and fish products
030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",1512,Processing and preserving of fish and fish products
030542,"Herrings (Clupea harengus, Clupea pallasii)",1512,Processing and preserving of fish and fish products
030549,Other,1512,Processing and preserving of fish and fish products
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",1512,Processing and preserving of fish and fish products
030559,Other,1512,Processing and preserving of fish and fish products
030561,"Herrings (Clupea harengus, Clupea pallasii)",1512,Processing and preserving of fish and fish products
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",1512,Processing and preserving of fish and fish products
030563,Anchovies (Engraulis spp.),1512,Processing and preserving of fish and fish products
030569,Other,1512,Processing and preserving of fish and fish products
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",1512,Processing and preserving of fish and fish products
030612,Lobsters (Homarus spp.),1512,Processing and preserving of fish and fish products
030613,Shrimps and prawns,1512,Processing and preserving of fish and fish products
030614,Crabs,1512,Processing and preserving of fish and fish products
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",1512,Processing and preserving of fish and fish products
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030622,Lobsters (Homarus spp.),0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030623,Shrimps and prawns,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030624,Crabs,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030710,Oysters,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030721,"Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030729,Other,1512,Processing and preserving of fish and fish products
030731,"Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030739,Other,1512,Processing and preserving of fish and fish products
030741,"Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030749,Other,1512,Processing and preserving of fish and fish products
030751,"Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030759,Other,1512,Processing and preserving of fish and fish products
030760,"Snails, other than sea snails",0122,Other animal farming; production of animal products n.e.c.
030791,"Live, fresh or chilled",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
030799,Other,1512,Processing and preserving of fish and fish products
040110,"Of a fat content, by weight, not exceeding 1 %",1520,Manufacture of dairy products
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding     6 %",1520,Manufacture of dairy products
040130,"Of a fat content, by weight, exceeding 6 %",1520,Manufacture of dairy products
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",1520,Manufacture of dairy products
040221,Not containing added sugar or other sweetening matter,1520,Manufacture of dairy products
040229,Other,1520,Manufacture of dairy products
040291,Not containing added sugar or other sweetening matter,1520,Manufacture of dairy products
040299,Other,1520,Manufacture of dairy products
040310,Yogurt,1520,Manufacture of dairy products
040390,Other,1520,Manufacture of dairy products
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",1520,Manufacture of dairy products
040490,Other,1520,Manufacture of dairy products
040500,(-1995) Butter and other fats and oils derived fro,1520,Manufacture of dairy products
040510,(1996-) Butter,1520,Manufacture of dairy products
040520,(1996-) Dairy spreads,1520,Manufacture of dairy products
040590,(1996-) Other,1520,Manufacture of dairy products
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",1520,Manufacture of dairy products
040620,"Grated or powdered cheese, of all kinds",1520,Manufacture of dairy products
040630,"Processed cheese, not grated or powdered",1520,Manufacture of dairy products
040640,Blueveined cheese,1520,Manufacture of dairy products
040690,Other cheese,1520,Manufacture of dairy products
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",0122,Other animal farming; production of animal products n.e.c.
040811,Dried,1549,Manufacture of other food products n.e.c.
040819,Other,1549,Manufacture of other food products n.e.c.
040891,Dried,1549,Manufacture of other food products n.e.c.
040899,Other,1549,Manufacture of other food products n.e.c.
040900,Natural honey.,0122,Other animal farming; production of animal products n.e.c.
041000,"Edible products of animal origin, not elsewhere specified or included.",0122,Other animal farming; production of animal products n.e.c.
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",9302,Hairdressing and other beauty treatment
050210,"Pigs', hogs' or boars' bristles and hair and waste thereof",9999,Goods not elsewhere classified
050290,Other,9999,Goods not elsewhere classified
050300,"(-2006) Horsehair and horsehair waste, whether or not put up as a layer with or without supporting material.",0122,Other animal farming; production of animal products n.e.c.
050400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked.",9999,Goods not elsewhere classified
050510,Feathers of a kind used for stuffing; down,9999,Goods not elsewhere classified
050590,Other,9999,Goods not elsewhere classified
050610,Ossein and bones treated with acid,9999,Goods not elsewhere classified
050690,Other,9999,Goods not elsewhere classified
050710,Ivory; ivory powder and waste,9999,Goods not elsewhere classified
050790,Other,9999,Goods not elsewhere classified
050800,"Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof.",0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
050900,(-2006) Natural sponges of animal origin.,0500,"Fishing, operation of fish hatcheries and fish farms; service activities incidental to fishing"
051000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved.",9999,Goods not elsewhere classified
051110,Bovine semen,0121,"Farming of cattle, sheep, goats, horses, asses, mules and  hinnies; dairy farming"
051191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead animals of Chapter 3",1512,Processing and preserving of fish and fish products
051199,Other,9999,Goods not elsewhere classified
060110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant",0112,"Growing of vegetables, horticultural specialties and nursery products"
060120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory plants and roots",0112,"Growing of vegetables, horticultural specialties and nursery products"
060210,Unrooted cuttings and slips,0112,"Growing of vegetables, horticultural specialties and nursery products"
060220,"Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts",0112,"Growing of vegetables, horticultural specialties and nursery products"
060230,"Rhododendrons and azaleas, grafted or not",0112,"Growing of vegetables, horticultural specialties and nursery products"
060240,"Roses, grafted or not",0112,"Growing of vegetables, horticultural specialties and nursery products"
060290,(1996-) Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
060291,(-1995) Mushroom spawn,0112,"Growing of vegetables, horticultural specialties and nursery products"
060299,"(-1995) Other live plants, nes",0112,"Growing of vegetables, horticultural specialties and nursery products"
060310,(-2006) Fresh,0112,"Growing of vegetables, horticultural specialties and nursery products"
060390,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
060410,Mosses and lichens,0200,"Forestry, logging and related service activities"
060491,Fresh,0200,"Forestry, logging and related service activities"
060499,Other,0200,"Forestry, logging and related service activities"
070110,Seed,0111,Growing of cereals and other crops n.e.c.
070190,Other,0111,Growing of cereals and other crops n.e.c.
070200,"Tomatoes, fresh or chilled.",0112,"Growing of vegetables, horticultural specialties and nursery products"
070310,Onions and shallots,0112,"Growing of vegetables, horticultural specialties and nursery products"
070320,Garlic,0112,"Growing of vegetables, horticultural specialties and nursery products"
070390,Leeks and other alliaceous vegetables,0112,"Growing of vegetables, horticultural specialties and nursery products"
070410,Cauliflowers and headed broccoli,0112,"Growing of vegetables, horticultural specialties and nursery products"
070420,Brussels sprouts,0112,"Growing of vegetables, horticultural specialties and nursery products"
070490,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070511,Cabbage lettuce (head lettuce),0112,"Growing of vegetables, horticultural specialties and nursery products"
070519,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070521,Witloof chicory (Cichorium intybus var. foliosum),0112,"Growing of vegetables, horticultural specialties and nursery products"
070529,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070610,Carrots and turnips,0112,"Growing of vegetables, horticultural specialties and nursery products"
070690,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070700,"Cucumbers and gherkins, fresh or chilled.",0112,"Growing of vegetables, horticultural specialties and nursery products"
070810,Peas (Pisum sativum),0112,"Growing of vegetables, horticultural specialties and nursery products"
070820,"Beans (Vigna spp., Phaseolus spp.)",0112,"Growing of vegetables, horticultural specialties and nursery products"
070890,Other leguminous vegetables,0112,"Growing of vegetables, horticultural specialties and nursery products"
070910,(-2006) Globe artichokes,0112,"Growing of vegetables, horticultural specialties and nursery products"
070920,Asparagus,0112,"Growing of vegetables, horticultural specialties and nursery products"
070930,Aubergines (eggplants),0112,"Growing of vegetables, horticultural specialties and nursery products"
070940,Celery other than celeriac,0112,"Growing of vegetables, horticultural specialties and nursery products"
070951,Mushrooms of the genus Agaricus,0112,"Growing of vegetables, horticultural specialties and nursery products"
070952,(-2006) Truffles,0112,"Growing of vegetables, horticultural specialties and nursery products"
070959,(2002-) Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
070960,Fruits of the genus Capsicum or of the genus Pimenta,0112,"Growing of vegetables, horticultural specialties and nursery products"
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",0112,"Growing of vegetables, horticultural specialties and nursery products"
070990,Other,0112,"Growing of vegetables, horticultural specialties and nursery products"
071010,Potatoes,1513,Processing and preserving of fruit and vegetables
071021,Peas (Pisum sativum),1513,Processing and preserving of fruit and vegetables
071022,"Beans (Vigna spp., Phaseolus spp.)",1513,Processing and preserving of fruit and vegetables
071029,Other,1513,Processing and preserving of fruit and vegetables
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",1513,Processing and preserving of fruit and vegetables
071040,Sweet corn,1513,Processing and preserving of fruit and vegetables
071080,Other vegetables,1513,Processing and preserving of fruit and vegetables
071090,Mixtures of vegetables,1513,Processing and preserving of fruit and vegetables
071110,(-2001) Onions,1513,Processing and preserving of fruit and vegetables
071120,Olives,1513,Processing and preserving of fruit and vegetables
071130,(-2006) Capers,1513,Processing and preserving of fruit and vegetables
071140,Cucumbers and gherkins,1513,Processing and preserving of fruit and vegetables
071151,(2002-) Mushrooms of the genus Agaricus,1513,Processing and preserving of fruit and vegetables
071159,(2002-) Other,1513,Processing and preserving of fruit and vegetables
071190,Other vegetables; mixtures of vegetables,1513,Processing and preserving of fruit and vegetables
071210,(-1995) Dried potatoes,1513,Processing and preserving of fruit and vegetables
071220,Onions,1513,Processing and preserving of fruit and vegetables
071230,(-2001) Mushrooms and truffles,1513,Processing and preserving of fruit and vegetables
071231,(2002-) Mushrooms of the genus Agaricus,1513,Processing and preserving of fruit and vegetables
071232,(2002-) Wood ears (Auricularia spp.),1513,Processing and preserving of fruit and vegetables
071233,(2002-) Jelly fungi (Tremella spp.),1513,Processing and preserving of fruit and vegetables
071239,(2002-) Other,1513,Processing and preserving of fruit and vegetables
071290,Other vegetables; mixtures of vegetables,1513,Processing and preserving of fruit and vegetables
071310,Peas (Pisum sativum),0111,Growing of cereals and other crops n.e.c.
071320,Chickpeas (garbanzos),0111,Growing of cereals and other crops n.e.c.
071331,Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,0111,Growing of cereals and other crops n.e.c.
071332,Small red (Adzuki) beans (Phaseolus or Vigna angularis),0111,Growing of cereals and other crops n.e.c.
071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",0111,Growing of cereals and other crops n.e.c.
071339,Other,0111,Growing of cereals and other crops n.e.c.
071340,Lentils,0111,Growing of cereals and other crops n.e.c.
071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",0111,Growing of cereals and other crops n.e.c.
071390,Other,0111,Growing of cereals and other crops n.e.c.
071410,Manioc (cassava),0111,Growing of cereals and other crops n.e.c.
071420,Sweet potatoes,0111,Growing of cereals and other crops n.e.c.
071490,Other,0111,Growing of cereals and other crops n.e.c.
080110,"(-1995) Coconuts, fresh or dried",0113,"Growing of fruit, nuts, beverage and spice crops"
080111,(1996-) Desiccated,0113,"Growing of fruit, nuts, beverage and spice crops"
080119,(1996-) Other,0113,"Growing of fruit, nuts, beverage and spice crops"
080120,"(-1995) Brazil nuts, fresh or dried",0113,"Growing of fruit, nuts, beverage and spice crops"
080121,(1996-) In shell,0113,"Growing of fruit, nuts, beverage and spice crops"
080122,(1996-) Shelled,0113,"Growing of fruit, nuts, beverage and spice crops"
080130,"(-1995) Cashew nuts, fresh or dried",0113,"Growing of fruit, nuts, beverage and spice crops"
080131,(1996-) In shell,0113,"Growing of fruit, nuts, beverage and spice crops"
080132,(1996-) Shelled,0113,"Growing of fruit, nuts, beverage and spice crops"
080211,In shell,0113,"Growing of fruit, nuts, beverage and spice crops"
080212,Shelled,0113,"Growing of fruit, nuts, beverage and spice crops"
080221,In shell,0113,"Growing of fruit, nuts, beverage and spice crops"
080222,Shelled,0113,"Growing of fruit, nuts, beverage and spice crops"
080231,In shell,0113,"Growing of fruit, nuts, beverage and spice crops"
080232,Shelled,0113,"Growing of fruit, nuts, beverage and spice crops"
080240,Chestnuts (Castanea spp.),0113,"Growing of fruit, nuts, beverage and spice crops"
080250,Pistachios,0113,"Growing of fruit, nuts, beverage and spice crops"
080290,Other,0113,"Growing of fruit, nuts, beverage and spice crops"
080300,"Bananas, including plantains, fresh or dried.",0113,"Growing of fruit, nuts, beverage and spice crops"
080410,Dates,0113,"Growing of fruit, nuts, beverage and spice crops"
080420,Figs,0113,"Growing of fruit, nuts, beverage and spice crops"
080430,Pineapples,0113,"Growing of fruit, nuts, beverage and spice crops"
080440,Avocados,0113,"Growing of fruit, nuts, beverage and spice crops"
080450,"Guavas, mangoes and mangosteens",0113,"Growing of fruit, nuts, beverage and spice crops"
080510,Oranges,0113,"Growing of fruit, nuts, beverage and spice crops"
080520,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",0113,"Growing of fruit, nuts, beverage and spice crops"
080530,"(-2001) Lemons (Citrus limon, Citrus limonum) and limes (C",0113,"Growing of fruit, nuts, beverage and spice crops"
080540,Grapefruit,0113,"Growing of fruit, nuts, beverage and spice crops"
080550,"(2002-) Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",0113,"Growing of fruit, nuts, beverage and spice crops"
080590,Other,0113,"Growing of fruit, nuts, beverage and spice crops"
080610,Fresh,0113,"Growing of fruit, nuts, beverage and spice crops"
080620,Dried,0113,"Growing of fruit, nuts, beverage and spice crops"
080710,"(-1995) Melons and watermelons, fresh",0113,"Growing of fruit, nuts, beverage and spice crops"
080711,(1996-) Watermelons,0113,"Growing of fruit, nuts, beverage and spice crops"
080719,(1996-) Other,0113,"Growing of fruit, nuts, beverage and spice crops"
080720,Papaws (papayas),0113,"Growing of fruit, nuts, beverage and spice crops"
080810,Apples,0113,"Growing of fruit, nuts, beverage and spice crops"
080820,Pears and quinces,0113,"Growing of fruit, nuts, beverage and spice crops"
080910,Apricots,0113,"Growing of fruit, nuts, beverage and spice crops"
080920,Cherries,0113,"Growing of fruit, nuts, beverage and spice crops"
080930,"Peaches, including nectarines",0113,"Growing of fruit, nuts, beverage and spice crops"
080940,Plums and sloes,0113,"Growing of fruit, nuts, beverage and spice crops"
081010,Strawberries,0113,"Growing of fruit, nuts, beverage and spice crops"
081020,"Raspberries, blackberries, mulberries and loganberries",0113,"Growing of fruit, nuts, beverage and spice crops"
081030,"(-2006) Black, white or red currants and gooseberries",0113,"Growing of fruit, nuts, beverage and spice crops"
081040,"Cranberries, bilberries and other fruits of the genus Vaccinium",0113,"Growing of fruit, nuts, beverage and spice crops"
081050,(1996-) Kiwifruit,0113,"Growing of fruit, nuts, beverage and spice crops"
081060,(2002-) Durians,0113,"Growing of fruit, nuts, beverage and spice crops"
081090,Other,0113,"Growing of fruit, nuts, beverage and spice crops"
081110,Strawberries,1513,Processing and preserving of fruit and vegetables
081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",1513,Processing and preserving of fruit and vegetables
081190,Other,1513,Processing and preserving of fruit and vegetables
081210,Cherries,1513,Processing and preserving of fruit and vegetables
081220,(-2001) Strawberries,1513,Processing and preserving of fruit and vegetables
081290,Other,1513,Processing and preserving of fruit and vegetables
081310,Apricots,0113,"Growing of fruit, nuts, beverage and spice crops"
081320,Prunes,0113,"Growing of fruit, nuts, beverage and spice crops"
081330,Apples,0113,"Growing of fruit, nuts, beverage and spice crops"
081340,Other fruit,0113,"Growing of fruit, nuts, beverage and spice crops"
081350,Mixtures of nuts or dried fruits of this Chapter,0113,"Growing of fruit, nuts, beverage and spice crops"
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",1513,Processing and preserving of fruit and vegetables
090111,Not decaffeinated,0113,"Growing of fruit, nuts, beverage and spice crops"
