year,code,country_wb,country_efw,sizeofgovernment,legalsystem,soundmoney,freetrade,regulation,index,gdppercapita,advanced
2000,111,United States,United States,7.0319653,9.2271643,9.7770786,8.7840986,8.4330654,8.6499996,39544.957,1
2001,111,United States,United States,7.0978384,8.6616917,9.7339106,8.6977224,7.991251,8.4399996,39583.609,1
2002,111,United States,United States,7.0535226,8.166666,9.8010273,8.4594955,8.5412025,8.3999996,39934.957,1
2003,111,United States,United States,7.28827,7.9405775,9.8155231,8.422555,8.3707066,8.359952,40603.852,1
2004,111,United States,United States,7.1477141,7.8837671,9.7272091,8.4796867,8.6259289,8.3699045,41629.711,1
2005,111,United States,United States,7.1328402,7.5120144,9.7581635,8.2817879,8.3736553,8.2108564,42516.395,1
2006,111,United States,United States,7.1267424,7.3323207,9.6550751,8.2987356,8.2531881,8.1307507,43228.109,1
2007,111,United States,United States,7.2388883,7.4191689,9.7356129,8.3341589,8.3161049,8.2108564,43635.586,1
2008,111,United States,United States,6.8846188,7.3808427,9.6862621,8.2156467,7.7801838,7.9905653,43069.582,1
2009,111,United States,United States,6.4889264,7.16085,9.6047516,7.9333043,7.4135003,7.7202077,41366.289,1
2010,111,United States,United States,6.4272871,7.1157455,9.6782389,7.9287291,7.6398482,7.7602606,42000.965,1
2011,111,United States,United States,6.8259497,6.9310832,9.3056297,7.9207168,7.7650409,7.7409883,42446.781,1
2012,111,United States,United States,6.95684,6.989675,9.3235426,7.9086537,7.9345517,7.810997,43063.355,1
2000,112,United Kingdom,United Kingdom,6.1337819,9.2942038,9.3113384,9.400651,8.3639517,8.5,33689.57,1
2001,112,United Kingdom,United Kingdom,5.863513,9.2307692,9.5208178,9.256361,8.0134497,8.3800001,34535.301,1
2002,112,United Kingdom,United Kingdom,6.083499,9.0333338,9.4849844,9.1340418,8.3176107,8.4099998,35245.613,1
2003,112,United Kingdom,United Kingdom,6.4545288,9.1508265,9.4149094,9.2151527,8.3790751,8.5213242,36442.496,1
2004,112,United Kingdom,United Kingdom,6.3247771,8.9013968,9.426507,8.87815,8.3611193,8.3794708,37313.355,1
2005,112,United Kingdom,United Kingdom,6.2872272,9.0678577,9.4491262,8.7467537,8.3478699,8.3794708,38121.563,1
2006,112,United Kingdom,United Kingdom,6.2610254,8.7575016,9.3952093,8.7125416,8.0662289,8.2474308,38873.207,1
2007,112,United Kingdom,United Kingdom,6.291482,8.3863239,9.4357052,8.6505594,7.9156628,8.1458607,40027.051,1
2008,112,United Kingdom,United Kingdom,6.0208988,8.5651627,9.4066916,8.5649052,7.8140116,8.084919,39376.938,1
2009,112,United Kingdom,United Kingdom,5.6782651,8.7542648,9.580472,8.7078981,7.1439395,7.9731932,37556.527,1
2010,112,United Kingdom,United Kingdom,5.1829181,8.744935,9.58428,8.7455397,7.4241147,7.9325652,37949.773,1
2011,112,United Kingdom,United Kingdom,5.2268834,8.739809,9.5569715,8.6462145,7.3418264,7.8926086,38032.398,1
2012,112,United Kingdom,United Kingdom,5.2770987,8.5850792,9.7561846,8.519434,7.517736,7.9230428,37849.57,1
2000,122,Austria,Austria,2.773016,9.3375463,9.6278372,9.1111097,6.9134808,7.5500002,35027.297,1
2001,122,Austria,Austria,2.8373852,8.9289961,9.5777473,8.9726496,6.5627799,7.3800001,35192.645,1
2002,122,Austria,Austria,2.7786725,8.5666666,9.6285467,8.7389259,7.3053265,7.4000001,35613.074,1
2003,122,Austria,Austria,5.1488008,8.7684345,9.6505737,8.8148289,7.4022279,7.9607577,35746.895,1
2004,122,Austria,Austria,5.1875849,8.6768217,9.6205616,8.7501106,7.0620193,7.8603697,36445.77,1
2005,122,Austria,Austria,5.2291384,9.0369625,9.5549002,8.0711241,7.304069,7.8403177,37067.324,1
2006,122,Austria,Austria,5.1845946,9.0809946,9.5352182,8.0859003,7.184041,7.8103552,38237.949,1
2007,122,Austria,Austria,5.1569476,9.0230608,9.5581884,8.0697823,7.1659827,7.7903795,39501.453,1
2008,122,Austria,Austria,5.0655146,8.7250843,9.543623,7.9569149,7.1151361,7.6805153,39895.109,1
2009,122,Austria,Austria,4.8451681,8.581337,9.577569,7.9563298,7.1323447,7.6205893,38255.93,1
2010,122,Austria,Austria,4.8981647,8.4175425,9.6420622,7.8318763,7.2238588,7.6106014,38926.543,1
2011,122,Austria,Austria,4.9858027,8.3389235,9.5857677,7.7678399,6.863627,7.5012784,39815.449,1
2012,122,Austria,Austria,4.9494209,8.3281746,9.5376778,7.7110257,6.8330517,7.4613781,39969.684,1
2000,124,Belgium,Belgium,4.5663824,8.2865028,9.6207438,9.3011189,7.6525025,7.8899999,34008.492,1
2001,124,Belgium,Belgium,4.5704808,7.7777777,9.6407928,9.2733088,6.3963499,7.5300002,34165.469,1
2002,124,Belgium,Belgium,3.7413447,7.6666665,9.6688137,8.9833174,7.3313918,7.48,34475.141,1
2003,124,Belgium,Belgium,4.3522239,7.8700261,9.6562891,8.9996367,7.4682646,7.6710215,34608.141,1
2004,124,Belgium,Belgium,4.3054619,7.6121588,9.6148376,8.8128633,7.3514371,7.5382342,35586.945,1
2005,124,Belgium,Belgium,4.3352637,7.9299245,9.5296535,8.3008223,7.5547395,7.5280886,36011.469,1
2006,124,Belgium,Belgium,4.3133292,8.0837059,9.5060444,8.3164673,7.3018379,7.4976106,36728.633,1
2007,124,Belgium,Belgium,4.3036408,8.2661247,9.5751505,8.2481384,7.3571243,7.5382481,37511.164,1
2008,124,Belgium,Belgium,4.1974273,8.1202087,9.4798756,8.1895027,7.338872,7.4569731,37582.645,1
2009,124,Belgium,Belgium,3.9093177,8.0148935,9.6431446,8.2510319,7.2949409,7.4163356,36242.367,1
2010,124,Belgium,Belgium,3.9900365,8.0500784,9.6942635,8.2211647,7.6138473,7.5179291,36780.434,1
2011,124,Belgium,Belgium,3.92623,8.0696201,9.6671133,8.1564264,7.3256655,7.4367733,36941.238,1
2012,124,Belgium,Belgium,3.9200423,8.057642,9.649682,8.0496454,7.3098502,7.3960795,36525.285,1
2000,128,Denmark,Denmark,3.4788148,9.5378857,9.7141027,9.3960085,7.4577274,7.9200001,45339.688,1
2001,128,Denmark,Denmark,3.1461577,9.2247868,9.7271271,9.2877722,7.067307,7.6900001,45495.945,1
2002,128,Denmark,Denmark,2.8496273,9.2666664,9.7443094,9.0666504,7.9511304,7.7800002,45562.09,1
2003,128,Denmark,Denmark,4.1525488,9.4433784,9.7327127,9.1113033,7.8580756,8.062542,45612.73,1
2004,128,Denmark,Denmark,4.2021341,9.2283306,9.6465864,8.9664183,7.915102,8.001997,46539.789,1
2005,128,Denmark,Denmark,3.8063107,9.4613314,9.4919777,8.6680536,8.2375889,7.9416809,47546.594,1
2006,128,Denmark,Denmark,4.3920798,9.5026312,9.3563213,8.6410494,7.8819857,7.961812,48999.363,1
2007,128,Denmark,Denmark,4.4175563,9.4778137,9.3603764,8.6815672,7.8834,7.9718776,49554.906,1
2008,128,Denmark,Denmark,4.28193,9.2474079,9.3656521,8.537715,7.9109831,7.8712225,48878.438,1
2009,128,Denmark,Denmark,3.4146256,8.9726686,9.4944906,8.4545298,7.823523,7.6397157,45862.773,1
2010,128,Denmark,Denmark,3.7827735,9.1206417,9.5959492,8.5080738,8.1587372,7.8410258,46379.664,1
2011,128,Denmark,Denmark,4.3363118,8.5926466,9.6744223,8.4177208,7.7019582,7.7505827,46699.211,1
2012,128,Denmark,Denmark,4.5731001,8.3997183,9.608551,8.322298,7.5746388,7.71032,46314.496,1
2000,132,France,France,2.5648336,8.0861092,9.586504,8.9949675,7.2997012,7.3099999,32392.111,1
2001,132,France,France,2.8359351,7.1203704,9.6283255,8.6965132,6.5452504,6.9699998,32747.678,1
2002,132,France,France,2.9563503,7.3666668,9.6087694,8.8583174,6.8986859,7.1399999,32812.539,1
2003,132,France,France,3.943413,7.5350623,9.5918465,8.7571363,7.0512195,7.3800001,32874.051,1
2004,132,France,France,4.0622044,7.6095557,9.60536,8.5925169,7.0384212,7.3901095,33463.484,1
2005,132,France,France,4.1149788,7.6995583,9.5780344,8.2351151,7.1862154,7.3800278,33818.969,1
2006,132,France,France,4.1137724,8.0295763,9.5125523,8.1988602,6.9842134,7.3800278,34412.637,1
2007,132,France,France,4.9809227,8.1369352,9.5821753,8.2279825,6.9198794,7.5819435,34982.129,1
2008,132,France,France,5.4254928,7.8641448,9.5441389,8.1357851,6.9577246,7.6021352,34759.227,1
2009,132,France,France,4.718226,8.0051632,9.6606083,8.1663723,6.7333751,7.4708896,33492.688,1
2010,132,France,France,4.6580701,7.9602633,9.6656151,8.1025257,6.917129,7.4708896,33898.379,1
2011,132,France,France,4.4380107,7.7751789,9.6250639,8.0057411,6.7996268,7.3297672,34405.383,1
2012,132,France,France,4.2203565,7.6726623,9.657567,7.9585371,6.8299232,7.2692742,34239.891,1
2000,134,Germany,Germany,3.9603291,9.1410866,9.5479918,9.386817,6.3260384,7.6700001,32662.125,1
2001,134,Germany,Germany,4.2188497,8.7154474,9.5641298,9.2785244,5.4564738,7.4499998,33101.02,1
2002,134,Germany,Germany,4.2380672,8.7333336,9.5948105,9.0898876,6.0321603,7.54,33048.77,1
2003,134,Germany,Germany,5.3709502,8.907238,9.5942926,9.1449566,6.1549883,7.8327174,32906.465,1
2004,134,Germany,Germany,5.5170417,8.8449202,9.5433311,8.7590704,6.0161195,7.7315197,33295.781,1
2005,134,Germany,Germany,5.7423015,9.1404705,9.5309134,8.2049494,6.241847,7.7617207,33542.781,1
2006,134,Germany,Germany,5.8183761,9.0436707,9.465045,8.1853046,6.0266337,7.7016301,34823.121,1
2007,134,Germany,Germany,5.6463509,8.8556204,9.5042772,8.0557518,6.0507951,7.6114941,36009.625,1
2008,134,Germany,Germany,5.6385818,8.5219173,9.5147648,7.9588399,6.0663733,7.531373,36468.957,1
2009,134,Germany,Germany,5.4135642,8.5373964,9.5323486,7.9745317,6.3956928,7.5714335,34686.969,1
2010,134,Germany,Germany,5.4574871,8.2828693,9.5919943,7.8612981,6.7231584,7.5814486,36184.555,1
2011,134,Germany,Germany,5.4867864,8.3028679,9.5617342,7.8402987,6.8564439,7.6215343,37271.09,1
2012,134,Germany,Germany,5.3824172,8.2492075,9.4868031,7.7586617,6.9164333,7.5713925,37479.113,1
2000,136,Italy,Italy,4.6200356,7.6645122,9.4657192,9.0129433,6.0287414,7.3600001,29872.287,1
2001,136,Italy,Italy,4.58638,7.3589945,9.5505772,9.0003319,5.4878798,7.1999998,30409.947,1
2002,136,Italy,Italy,4.6762066,7.4000001,9.5701456,8.5301924,6.2953091,7.29,30450.928,1
2003,136,Italy,Italy,5.5729609,5.7118998,9.5408535,8.4238033,6.3655396,7.1486425,30200.43,1
2004,136,Italy,Italy,5.6048861,5.916048,9.5579767,8.3760509,6.3339677,7.1784286,30421.729,1
2005,136,Italy,Italy,5.9185834,6.2308698,9.5213757,8.0542631,6.8094406,7.3273587,30478.846,1
2006,136,Italy,Italy,5.9888601,6.0846372,9.4196663,7.9682713,6.5699325,7.2279372,30972.301,1
2007,136,Italy,Italy,4.2686048,5.9596038,9.5160303,7.90272,6.5045462,6.8501358,31263.494,1
2008,136,Italy,Italy,4.2108769,5.7061234,9.4795589,7.8191166,6.4682956,6.7606568,30666.043,1
2009,136,Italy,Italy,3.7693586,5.8241472,9.5837317,7.8656139,6.4631977,6.7208881,28807.545,1
2010,136,Italy,Italy,3.6811488,5.9515052,9.6633434,7.8503175,6.5958061,6.7705989,29163.146,1
2011,136,Italy,Italy,3.7356386,5.9152341,9.6565418,7.7625694,6.9412799,6.8302517,29156.293,1
2012,136,Italy,Italy,4.1022267,5.9306931,9.6621647,7.6330562,6.9447083,6.8799624,28374.76,1
2000,137,Luxembourg,Luxembourg,4.7782083,8.6199999,9.7544041,9.4610977,7.5058999,8.0200005,72394.188,1
2001,137,Luxembourg,Luxembourg,4.8810205,8.6199999,9.6609945,9.4399424,7.5058999,8.0200005,73338.688,1
2002,137,Luxembourg,Luxembourg,4.6449127,8.3999996,9.6592436,9.2353745,7.5058999,7.8899999,75542.766,1
2003,137,Luxembourg,Luxembourg,4.3449893,8.8666668,9.5825701,9.2904444,7.5767226,7.9297981,75873.281,1
2004,137,Luxembourg,Luxembourg,4.5755372,8.6578293,9.5550833,9.5104208,7.6112447,7.9797339,78071.828,1
2005,137,Luxembourg,Luxembourg,4.3513622,8.741828,9.4702787,8.5145426,7.5259786,7.720068,80925.219,1
2006,137,Luxembourg,Luxembourg,4.7554436,8.7469473,9.4115582,8.3823891,7.2212205,7.6997519,83575.914,1
2007,137,Luxembourg,Luxembourg,4.75808,8.9986315,9.487402,8.4205904,7.1639075,7.7607002,87716.734,1
2008,137,Luxembourg,Luxembourg,4.7947145,9.1469078,9.4344625,8.3580408,7.1448965,7.7708578,85529.797,1
2009,137,Luxembourg,Luxembourg,4.3705521,8.982276,9.5541077,8.3531971,7.1608357,7.6794362,80536.922,1
2010,137,Luxembourg,Luxembourg,4.1258974,8.9572086,9.3544865,8.423933,7.4650812,7.6591201,81385.297,1
2011,137,Luxembourg,Luxembourg,3.9382672,8.9179878,9.3650112,8.2820673,7.2549696,7.5473824,80914.906,1
2012,137,Luxembourg,Luxembourg,4.0279455,8.8663759,9.2604685,8.1729708,7.2954769,7.5169082,79168.609,1
2000,138,Netherlands,Netherlands,4.4562607,9.62463,9.5743093,9.5655766,7.8388672,8.21,37546.785,1
2001,138,Netherlands,Netherlands,4.6376977,9.1309519,9.4578037,9.3502235,6.9701166,7.9099998,37982.094,1
2002,138,Netherlands,Netherlands,4.5755072,9.0666666,9.5116539,9.0430126,7.5104094,7.9400001,37769.23,1
2003,138,Netherlands,Netherlands,4.1252451,9.0966244,9.5554285,9.1241236,7.5105457,7.8792348,37717.605,1
2004,138,Netherlands,Netherlands,4.2532268,8.9909678,9.541707,8.9632244,7.4059625,7.8284664,38427.406,1
2005,138,Netherlands,Netherlands,4.4003711,9.371479,9.4583902,8.6867838,7.703733,7.9197311,39122.293,1
2006,138,Netherlands,Netherlands,4.0593343,9.4092693,9.4642963,8.7663536,7.5139904,7.8377671,40385.258,1
2007,138,Netherlands,Netherlands,4.1147761,9.2425041,9.5737495,8.7882214,7.4761882,7.8377671,41877.426,1
2008,138,Netherlands,Netherlands,4.0861816,9.0850897,9.5249901,8.6637058,7.4995503,7.7762947,42467.273,1
2009,138,Netherlands,Netherlands,3.4458005,8.9713421,9.5028553,8.6886177,7.3086729,7.5816312,40699.902,1
2010,138,Netherlands,Netherlands,3.3603783,9.0812855,9.5586128,8.7130013,7.4847665,7.6328583,41151.367,1
2011,138,Netherlands,Netherlands,3.6399863,9.2709246,9.5378895,8.7130175,7.2837458,7.684124,41366.406,1
2012,138,Netherlands,Netherlands,3.5860455,9.1400833,9.5249243,8.6130409,7.3399506,7.6328969,40788.32,1
2000,142,Norway,Norway,3.2549765,8.8470879,9.0260181,8.4279699,6.7910862,7.27,60726.254,1
2001,142,Norway,Norway,3.1830981,8.3434343,8.8939867,8.4120035,6.749042,7.1199999,61622.105,1
2002,142,Norway,Norway,3.0877466,8.3000002,9.007391,7.7628684,7.0101347,7.0300002,62211.324,1
2003,142,Norway,Norway,4.4580121,9.090044,8.9823599,8.2514524,7.2384381,7.597578,62454.148,1
2004,142,Norway,Norway,5.0569448,8.6865082,8.9928322,7.9353738,7.0238743,7.5279665,64545.43,1
2005,142,Norway,Norway,5.6859212,9.1382084,9.1970425,7.3720613,7.1200919,7.6868682,65767.023,1
2006,142,Norway,Norway,5.8047423,8.6431122,9.0315695,7.4367633,6.8327184,7.5377054,66739.18,1
2007,142,Norway,Norway,5.8206162,9.1199369,9.2422791,7.4119105,6.9122968,7.6868682,67804.547,1
2008,142,Norway,Norway,5.5499821,8.9877853,9.2964916,7.3608356,6.8067813,7.5874262,67009.969,1
2009,142,Norway,Norway,5.2376785,8.9244022,9.2356272,7.4536796,6.9663696,7.5575938,65088.387,1
2010,142,Norway,Norway,5.5480223,8.8147421,9.3195,7.2798171,7.0235448,7.5874262,64589.977,1
2011,142,Norway,Norway,5.0732689,8.7721138,9.3704319,7.2930121,6.8368559,7.4680037,64533.988,1
2012,142,Norway,Norway,5.0629039,8.7517767,9.4400845,7.3604527,6.8524523,7.4879184,65656.953,1
2000,144,Sweden,Sweden,3.1662865,9.0237904,9.8380461,8.8865108,7.1720538,7.6199999,36576.188,1
2001,144,Sweden,Sweden,3.0028932,8.613553,9.708602,8.7843237,6.4372897,7.3099999,36938.59,1
2002,144,Sweden,Sweden,3.1179543,8.8999996,9.6405573,8.7651663,7.3564272,7.5599999,37732.934,1
2003,144,Sweden,Sweden,3.4328318,9.2314081,9.716239,8.7889862,7.3487697,7.7020669,38470.848,1
2004,144,Sweden,Sweden,3.5028658,8.3182564,9.78442,8.6003418,7.2880483,7.5095153,39942.633,1
2005,144,Sweden,Sweden,3.6675048,8.9794254,9.7102442,8.1908312,7.4163909,7.5903716,41040.664,1
2006,144,Sweden,Sweden,3.7279811,9.1110344,9.6108007,8.2077627,7.0856619,7.5397692,42564.164,1
2007,144,Sweden,Sweden,3.6552966,9.2732525,9.4659414,8.2050085,7.0896163,7.5296488,43649.953,1
2008,144,Sweden,Sweden,3.6121933,9.2383013,9.3662243,8.1248837,7.1464224,7.4891667,43045.551,1
2009,144,Sweden,Sweden,3.2492368,9.2351122,9.5709162,8.1974258,7.1557546,7.4790463,40534.539,1
2010,144,Sweden,Sweden,3.5996091,9.2016649,9.6443691,8.1813412,7.8388591,7.6915765,42825.668,1
2011,144,Sweden,Sweden,3.7481887,9.0425596,9.6303577,7.9365873,7.5902805,7.5904675,44078.949,1
2012,144,Sweden,Sweden,3.6515589,8.9650764,9.7197571,7.8133073,7.6275716,7.5601058,44091.094,1
2000,146,Switzerland,Switzerland,7.003334,9.2739,9.7004118,9.4853001,7.6965699,8.6300001,50188.18,1
2001,146,Switzerland,Switzerland,7.0462756,8.5986843,9.7386856,9.2647638,7.2104564,8.3699999,50491.586,1
2002,146,Switzerland,Switzerland,7.1608715,8.6000004,9.71278,9.0709143,8.0919447,8.5299997,50203.965,1
2003,146,Switzerland,Switzerland,6.7690592,8.7169266,9.5902843,8.9873743,8.01863,8.4190903,49843.379,1
2004,146,Switzerland,Switzerland,6.7729502,8.7386227,9.6262808,8.6058884,7.8602414,8.3205061,50700.426,1
2005,146,Switzerland,Switzerland,7.0358396,8.9422016,9.6143303,7.3343544,8.0172358,8.1928005,51734.305,1
2006,146,Switzerland,Switzerland,7.1173682,8.9362946,9.5563507,7.3091488,7.9047027,8.1732235,53339.359,1
2007,146,Switzerland,Switzerland,7.0636821,8.929987,9.7692919,7.3057895,7.8921099,8.2025881,54897.824,1
2008,146,Switzerland,Switzerland,6.7829876,8.7168255,9.3992796,7.2575688,7.8944435,8.0166111,55377.824,1
2009,146,Switzerland,Switzerland,6.8020229,8.7182007,9.2904158,7.270575,8.0764866,8.0361872,53630.934,1
2010,146,Switzerland,Switzerland,6.7903743,8.7588177,9.3907709,7.3035336,8.3125277,8.1144934,54685.379,1
2011,146,Switzerland,Switzerland,6.9236174,8.777524,9.3309336,7.1558552,8.0429306,8.0653763,55122.879,1
2012,146,Switzerland,Switzerland,6.9230709,8.5651894,9.4009628,7.115478,8.0422258,8.0261765,55066.121,1
2000,156,Canada,Canada,5.9712853,9.2709856,9.5253677,8.9749975,8.0581484,8.3599997,32497.234,1
2001,156,Canada,Canada,6.4756246,8.9569893,9.1990166,8.8990526,7.7001948,8.25,32744.682,1
2002,156,Canada,Canada,6.6476812,8.2666664,9.2057619,8.6254015,8.3603992,8.2200003,33401.309,1
2003,156,Canada,Canada,6.6431851,8.6249399,9.2498236,8.7509584,8.4066553,8.331768,33692.281,1
2004,156,Canada,Canada,6.6192627,8.4284716,9.3044214,8.6838722,8.4043407,8.2912731,34397.07,1
2005,156,Canada,Canada,6.8847833,8.6669521,9.6836538,7.904264,8.5492716,8.3417063,35087.895,1
2006,156,Canada,Canada,6.8488812,8.8141317,9.6848478,7.8970666,8.3346443,8.3112621,35785.969,1
2007,156,Canada,Canada,6.6306944,9.0307503,9.5002089,7.9365606,8.3673334,8.290966,36182.914,1
2008,156,Canada,Canada,6.5411325,8.8352966,9.5420256,7.9621344,8.3571215,8.2503738,36005.5,1
2009,156,Canada,Canada,6.1246605,8.6849804,9.5503273,8.0024853,8.3132143,8.1387453,34583.43,1
2010,156,Canada,Canada,6.1201591,8.7432938,9.4570522,7.975337,8.4799938,8.1488934,35277.27,1
2011,156,Canada,Canada,6.7034378,8.7085733,9.1229515,7.752974,8.1471748,8.0783682,35794.27,1
2012,156,Canada,Canada,6.659276,8.5634413,9.3815393,7.7900548,8.2129927,8.1087761,35992.137,1
2000,158,Japan,Japan,5.7137909,8.1829691,9.6474724,8.5526628,7.3991866,7.9000001,33956.813,1
2001,158,Japan,Japan,5.6515265,7.1605635,9.5859308,8.4640713,6.7048678,7.5100002,34002.738,1
2002,158,Japan,Japan,5.2587686,7.0999999,9.4272308,7.9861217,7.520843,7.46,34021.992,1
2003,158,Japan,Japan,6.1224704,7.7217326,9.587781,8.3635254,7.6523623,7.8800001,34521.352,1
2004,158,Japan,Japan,5.7226558,7.4800611,9.5962114,8.2493639,7.8336926,7.7702785,35324.414,1
2005,158,Japan,Japan,5.7155671,7.8507299,9.6641359,7.7078934,8.2402992,7.8301268,35781.234,1
2006,158,Japan,Japan,6.2297235,7.7729383,9.7150927,7.332582,7.9371543,7.7902784,36391.82,1
2007,158,Japan,Japan,6.2111731,7.6614904,9.7763119,7.3923383,7.9112802,7.7803168,37185.301,1
2008,158,Japan,Japan,6.0693021,7.4199028,9.7708387,7.2567511,7.7855649,7.6508107,36817.188,1
2009,158,Japan,Japan,5.8863134,7.4529414,9.7739944,7.4160323,7.452909,7.5910387,34822.145,1
2010,158,Japan,Japan,5.8026204,7.4865146,9.8867197,7.4226403,7.7158213,7.6508107,36472.848,1
2011,158,Japan,Japan,5.2622256,7.3982396,9.8761282,7.1594467,7.4288645,7.4311395,36160.762,1
2012,158,Japan,Japan,5.7687645,7.4398065,9.841897,7.4449,7.4207611,7.5807595,36938.008,1
2000,172,Finland,Finland,3.0015464,9.4910898,9.5484819,9.2542372,7.3478394,7.73,33217.07,1
2001,172,Finland,Finland,2.9898396,9.2525253,9.6218891,9.1157169,7.0713377,7.6100001,33898.395,1
2002,172,Finland,Finland,2.9999549,9.333333,9.6336355,8.9240227,7.2662416,7.6300001,34436.566,1
2003,172,Finland,Finland,4.4587359,9.3435345,9.6336384,8.9270086,7.3667264,7.950841,35045.91,1
2004,172,Finland,Finland,4.4190683,9.028018,9.6622086,8.8240871,7.3992128,7.8704281,36385.711,1
2005,172,Finland,Finland,4.9690323,9.3179255,9.5779085,8.3220739,7.6504145,7.9709444,37318.797,1
2006,172,Finland,Finland,5.0269833,9.3594856,9.5249586,8.184536,7.2290854,7.8708067,38815.527,1
2007,172,Finland,Finland,5.2222867,9.3915234,9.5071354,8.1727333,7.2534766,7.910862,40712.848,1
2008,172,Finland,Finland,5.1545339,9.0425749,9.4661522,8.1024275,7.2442651,7.8107243,40642.715,1
2009,172,Finland,Finland,4.9502163,8.9963541,9.5540104,8.1356249,7.3851571,7.8107243,36995.039,1
2010,172,Finland,Finland,4.9845347,9.0943384,9.6171236,8.0978642,7.8506589,7.9409032,38050.344,1
2011,172,Finland,Finland,5.0216179,9.15411,9.4759636,8.4181156,7.4842277,7.9208755,38926.32,1
2012,172,Finland,Finland,4.9355049,9.1479969,9.4360733,8.3198309,7.4072251,7.8507791,38658.285,1
2000,176,Iceland,Iceland,6.0695519,9.0306377,9.1844063,8.2441359,7.690393,8.04,46985.734,1
2001,176,Iceland,Iceland,5.8568354,8.872859,9.2163315,8.1611376,7.5269585,7.9299998,48183.551,1
2002,176,Iceland,Iceland,5.4610839,8.9666662,9.2982512,7.8877001,7.9249997,7.9100504,47821.742,1
2003,176,Iceland,Iceland,5.6108317,9.1999998,9.2821388,8.0388241,8.1131582,8.0496979,48647.863,1
2004,176,Iceland,Iceland,6.2300057,8.9090891,9.078886,7.6118054,8.2220411,8.0095997,52001.266,1
2005,176,Iceland,Iceland,6.8962235,9.270504,8.7470732,6.9989986,8.5352201,8.0894966,54885.262,1
2006,176,Iceland,Iceland,6.9357591,9.1048241,8.6175308,7.0349483,8.0899668,7.960144,56136.445,1
2007,176,Iceland,Iceland,7.0087185,9.0692444,8.1567984,6.9626637,8.0107918,7.8407416,58009.789,1
2008,176,Iceland,Iceland,6.124579,8.7708187,7.6854014,6.759294,6.4334226,7.1541796,57617.52,1
2009,176,Iceland,Iceland,5.0092158,8.6531696,7.7966709,6.4339027,7.2085242,7.024827,53651.336,1
2010,176,Iceland,Iceland,4.8265829,8.5324831,8.4248886,6.3253946,7.1573009,7.0546775,51526.703,1
2011,176,Iceland,Iceland,4.9777045,8.4412117,9.2666473,6.4576631,6.9960647,7.2329617,52854.121,1
2012,176,Iceland,Iceland,5.0671601,8.3697872,9.1996088,6.6538315,7.6487927,7.4023285,53532.078,1
2000,178,Ireland,Ireland,6.1328559,8.9740801,9.4250927,9.1785316,7.30089,8.1999998,41731.574,1
2001,178,Ireland,Ireland,6.1166019,8.41679,9.5672894,9.0935049,6.8694344,8.0100002,43247.684,1
2002,178,Ireland,Ireland,5.9677582,7.9000001,9.6391268,9.0350828,7.7401967,8.0600004,44922.418,1
2003,178,Ireland,Ireland,5.3955731,8.2554646,9.657464,8.9859858,7.9405012,8.0498867,45913.465,1
2004,178,Ireland,Ireland,5.3495789,8.6320972,9.7138653,9.026536,7.8411393,8.1109486,47048.441,1
2005,178,Ireland,Ireland,6.640553,8.7548876,9.654604,8.9197826,8.0136909,8.4057074,48739.527,1
2006,178,Ireland,Ireland,6.4752402,8.8037071,9.5206318,8.7828197,7.739677,8.2627182,50162.578,1
2007,178,Ireland,Ireland,6.4074364,8.9281216,9.5858135,8.8522835,7.7545037,8.3035717,51721.355,1
2008,178,Ireland,Ireland,6.1809764,8.9559803,9.4824057,8.6771488,7.7470827,8.201437,49844.238,1
2009,178,Ireland,Ireland,5.7152243,8.9822435,9.1219091,8.7061243,6.6840463,7.8235378,46773.055,1
2010,178,Ireland,Ireland,5.7233648,8.8468609,9.4813461,8.8074694,7.0737538,7.9767399,46254.766,1
2011,178,Ireland,Ireland,4.7527647,8.9865484,9.5899172,8.7392635,6.8640108,7.7628393,45866.914,1
2012,178,Ireland,Ireland,5.178894,8.9979334,9.6722422,8.6531954,7.3729358,7.9566555,46175.52,1
2000,181,Malta,Malta,6.0031862,8.3683252,6.9955168,6.2275591,6.2297797,6.7600002,15001.862,1
2001,181,Malta,Malta,5.7793317,8.3683252,6.9315228,5.9652224,6.6035142,6.73,14330.999,1
2002,181,Malta,Malta,5.7827983,8.0555553,6.9659553,6.418632,6.9851995,6.8400002,14624.493,1
2003,181,Malta,Malta,5.7811518,8.0555553,6.3828874,6.265223,6.2188978,6.5322495,14547.81,1
2004,181,Malta,Malta,5.737813,8.0540876,8.7176332,7.4475369,7.1528506,7.4453597,14377.712,1
2005,181,Malta,Malta,5.8482552,8.7871876,8.9915838,7.6788802,7.007616,7.676146,14809.925,1
2006,181,Malta,Malta,5.9077115,8.2338533,8.8937902,7.4302025,6.9574122,7.5051179,15043.511,1
2007,181,Malta,Malta,5.8983884,9.0327721,9.5787859,7.4773974,7.0040646,7.806932,15585.935,1
2008,181,Malta,Malta,5.6146936,8.7798138,9.4572411,7.2748332,6.8245502,7.5956621,16151.53,1
2009,181,Malta,Malta,5.7953739,8.7057371,9.4608593,7.312571,6.5730691,7.575541,15645.581,1
2010,181,Malta,Malta,5.8000979,8.5969954,9.5389175,7.3036737,6.7973914,7.6157832,15992.435,1
2011,181,Malta,Malta,5.8270116,8.5231237,9.4995794,7.1777778,6.7163272,7.5554199,16253.69,1
